BioProject,Run,Trips_id,file_name,study_name,study_srp,study_gse,PMID,organism,transcriptome
PRJNA297288,SRR2535789,1621,SRR2535789,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535788,1622,SRR2535788,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536056,1623,SRR2536056,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536057,1624,SRR2536057,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535938,1625,SRR2535938,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535439,1626,SRR2535439,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535438,1627,SRR2535438,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535437,1628,SRR2535437,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535436,1629,SRR2535436,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535435,1630,SRR2535435,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535434,1631,SRR2535434,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535433,1632,SRR2535433,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535432,1633,SRR2535432,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535431,1634,SRR2535431,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535430,1635,SRR2535430,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535536,1636,SRR2535536,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535537,1637,SRR2535537,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535534,1638,SRR2535534,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535535,1639,SRR2535535,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535532,1640,SRR2535532,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535533,1641,SRR2535533,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535530,1642,SRR2535530,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535531,1643,SRR2535531,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535538,1644,SRR2535538,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535539,1645,SRR2535539,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536095,1646,SRR2536095,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535324,1647,SRR2535324,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536089,1648,SRR2536089,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535777,1649,SRR2535777,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535329,1650,SRR2535329,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535328,1651,SRR2535328,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535323,1652,SRR2535323,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535322,1653,SRR2535322,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535448,1654,SRR2535448,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535449,1655,SRR2535449,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535327,1656,SRR2535327,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535326,1657,SRR2535326,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535325,1658,SRR2535325,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535411,1659,SRR2535411,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535442,1660,SRR2535442,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535443,1661,SRR2535443,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535440,1662,SRR2535440,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535441,1663,SRR2535441,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535446,1664,SRR2535446,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535447,1665,SRR2535447,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535444,1666,SRR2535444,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535445,1667,SRR2535445,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA312799,SRR3182056,1672,SRR3182056,Hornstein16,SRP070655,GSE78163,27380875,mus_musculus,Gencode_M14
PRJNA312799,SRR3182057,1673,SRR3182057,Hornstein16,SRP070655,GSE78163,27380875,mus_musculus,Gencode_M14
PRJNA312799,SRR3182054,1674,SRR3182054,Hornstein16,SRP070655,GSE78163,27380875,mus_musculus,Gencode_M14
PRJNA312799,SRR3182055,1675,SRR3182055,Hornstein16,SRP070655,GSE78163,27380875,mus_musculus,Gencode_M14
PRJNA295208,SRR2319873,1676,SRR2319873,Neri17,SRP063525,GSE72851,28225755,mus_musculus,Gencode_M14
PRJNA295209,SRR2319872,1677,SRR2319872,Neri17,SRP063525,GSE72851,28225755,mus_musculus,Gencode_M14
PRJNA295210,SRR2319871,1678,SRR2319871,Neri17,SRP063525,GSE72851,28225755,mus_musculus,Gencode_M14
PRJNA295211,SRR2319870,1679,SRR2319870,Neri17,SRP063525,GSE72851,28225755,mus_musculus,Gencode_M14
PRJNA259424,SRR1557719,1680,SRR1557719,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA259424,SRR1557715,1681,SRR1557715,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA259424,SRR1557709,1682,SRR1557709,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA259424,SRR1557707,1683,SRR1557707,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA259424,SRR1557717,1684,SRR1557717,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA259424,SRR1557705,1685,SRR1557705,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA259424,SRR1557711,1686,SRR1557711,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA259424,SRR1557713,1687,SRR1557713,Andreev15,SRP045777,GSE60752,25943107,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873541,1730,SRR1873541,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873540,1731,SRR1873540,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873543,1732,SRR1873543,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873542,1733,SRR1873542,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873545,1734,SRR1873545,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873544,1735,SRR1873544,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873547,1736,SRR1873547,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873546,1737,SRR1873546,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873538,1738,SRR1873538,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873539,1739,SRR1873539,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873532,1740,SRR1873532,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873533,1741,SRR1873533,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873534,1742,SRR1873534,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873535,1743,SRR1873535,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873536,1744,SRR1873536,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA277771,SRR1873537,1745,SRR1873537,Ori15,SRP056012,GSE66715,nan,rattus_norvegicus,Ensembl_r6
PRJNA238879,SRR1173914,1788,SRR1173914,andreev15_mycoplasma,nan,[],nan,mycoplasma_hyorhinis,Ensembl_release37
PRJNA238879,SRR1173907,1791,SRR1173907,andreev15_mycoplasma,nan,[],nan,mycoplasma_hyorhinis,Ensembl_release37
PRJNA238879,SRR1173905,1792,SRR1173905,andreev15_mycoplasma,nan,[],nan,mycoplasma_hyorhinis,Ensembl_release37
PRJNA238879,SRR1173910,1794,SRR1173910,andreev15_mycoplasma,nan,[],nan,mycoplasma_hyorhinis,Ensembl_release37
PRJNA238879,SRR1173913,1795,SRR1173913,andreev15_mycoplasma,nan,[],nan,mycoplasma_hyorhinis,Ensembl_release37
PRJNA238879,SRR1173909,1798,SRR1173909,andreev15_mycoplasma,nan,[],nan,mycoplasma_hyorhinis,Ensembl_release37
PRJNA319867,SRR3458594,1799,Syo1_SSU_all_sa171,archer16,nan,archer16,nan,saccharomyces_cerevisiae,sgd
PRJNA319867,SRR3458592,1800,WT_RS_all_sa173,archer16,nan,archer16,nan,saccharomyces_cerevisiae,sgd
PRJNA319867,SRR3458591,1801,WT_SSU_all_sa169,archer16,nan,archer16,nan,saccharomyces_cerevisiae,sgd
PRJNA319867,SRR3458595,1803,Syo1_RS_all_sa210,archer16,nan,archer16,nan,saccharomyces_cerevisiae,sgd
PRJNA287112,SRR2064017,1818,SRR2064017,Tirosh15,SRP059531,GSE69906,26599541,homo_sapiens,Gencode_v25
PRJNA287112,SRR2064018,1819,SRR2064018,Tirosh15,SRP059531,GSE69906,26599541,homo_sapiens,Gencode_v25
PRJNA287112,SRR2064019,1820,SRR2064019,Tirosh15,SRP059531,GSE69906,26599541,homo_sapiens,Gencode_v25
PRJNA287112,SRR2064021,1821,SRR2064021,Tirosh15,SRP059531,GSE69906,26599541,homo_sapiens,Gencode_v25
PRJNA287112,SRR2064020,1822,SRR2064020,Tirosh15,SRP059531,GSE69906,26599541,homo_sapiens,Gencode_v25
PRJNA287112,SRR2064023,1823,SRR2064023,Tirosh15,SRP059531,GSE69906,26599541,homo_sapiens,Gencode_v25
PRJNA287112,SRR2064022,1824,SRR2064022,Tirosh15,SRP059531,GSE69906,26599541,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803188,1838,SRR1803188,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803189,1839,SRR1803189,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803182,1840,SRR1803182,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803183,1841,SRR1803183,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803180,1842,SRR1803180,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803181,1843,SRR1803181,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803186,1844,SRR1803186,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803187,1845,SRR1803187,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803184,1846,SRR1803184,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803185,1847,SRR1803185,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803179,1848,SRR1803179,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803178,1849,SRR1803178,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803177,1850,SRR1803177,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803176,1851,SRR1803176,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803175,1852,SRR1803175,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803174,1853,SRR1803174,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803159,1854,SRR1803159,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803158,1855,SRR1803158,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803171,1856,SRR1803171,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803170,1857,SRR1803170,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803155,1858,SRR1803155,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803154,1859,SRR1803154,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803157,1860,SRR1803157,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803156,1861,SRR1803156,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803151,1862,SRR1803151,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803150,1863,SRR1803150,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803153,1864,SRR1803153,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803152,1865,SRR1803152,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803191,1878,SRR1803191,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803190,1879,SRR1803190,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803193,1880,SRR1803193,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803192,1881,SRR1803192,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803195,1882,SRR1803195,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803194,1883,SRR1803194,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803173,1886,SRR1803173,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803165,1887,SRR1803165,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803160,1888,SRR1803160,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803161,1889,SRR1803161,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803162,1890,SRR1803162,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803163,1891,SRR1803163,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803164,1892,SRR1803164,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803166,1893,SRR1803166,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803148,1894,SRR1803148,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803149,1895,SRR1803149,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803146,1896,SRR1803146,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803147,1897,SRR1803147,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803167,1898,SRR1803167,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803168,1899,SRR1803168,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803172,1900,SRR1803172,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA275386,SRR1803169,1901,SRR1803169,Cenik15,SRP055009,GSE65912,26297486,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536856,2020,SRR2536856,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536857,2021,SRR2536857,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536858,2022,SRR2536858,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536859,2023,SRR2536859,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536838,2032,SRR2536838,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536839,2033,SRR2536839,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536863,2034,SRR2536863,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536862,2035,SRR2536862,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536846,2037,SRR2536846,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536845,2038,SRR2536845,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536844,2039,SRR2536844,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536843,2040,SRR2536843,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536842,2041,SRR2536842,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536841,2042,SRR2536841,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536840,2043,SRR2536840,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536865,2044,SRR2536865,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536864,2045,SRR2536864,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536867,2046,SRR2536867,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536866,2047,SRR2536866,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536861,2048,SRR2536861,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA297338,SRR2536860,2049,SRR2536860,Zur16,SRP064313,GSE73565,26898226,homo_sapiens,Gencode_v25
PRJNA369756,SRR6327777,2054,SRR6327777,Zhang17,SRP098797,GSE94460,29170441,homo_sapiens,Gencode_v25
PRJNA369756,SRR5227449,2055,SRR5227449,Zhang17,SRP098797,GSE94460,29170441,homo_sapiens,Gencode_v25
PRJNA369756,SRR5227448,2056,SRR5227448,Zhang17,SRP098797,GSE94460,29170441,homo_sapiens,Gencode_v25
PRJNA396456,SRR5882586,2058,SRR5882586,Li17,SRP114321,nan,29107537,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096965,2059,SRR2096965,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096964,2060,SRR2096964,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096967,2061,SRR2096967,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096966,2062,SRR2096966,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096972,2063,SRR2096972,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096973,2064,SRR2096973,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096970,2065,SRR2096970,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096971,2066,SRR2096971,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096969,2067,SRR2096969,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096968,2068,SRR2096968,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096975,2069,SRR2096975,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA289569,SRR2096974,2070,SRR2096974,Oh16,SRP060676,GSE70804,27058758,homo_sapiens,Gencode_v25
PRJNA300626,SRR2873688,2120,SRR2873688,LoayzaPuch16,SRP065530,GSE59821,26878238,homo_sapiens,Gencode_v25
PRJNA300626,SRR2873687,2121,SRR2873687,LoayzaPuch16,SRP065530,GSE59821,26878238,homo_sapiens,Gencode_v25
PRJNA300626,SRR2873686,2122,SRR2873686,LoayzaPuch16,SRP065530,GSE59821,26878238,homo_sapiens,Gencode_v25
PRJNA295296,SRR2340144,2138,SRR2340144,Mohammad16,SRP063562,[],26776510,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA295296,SRR2340141,2141,SRR2340141,Mohammad16,SRP063562,[],26776510,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA295296,SRR2340143,2142,SRR2340143,Mohammad16,SRP063562,[],26776510,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364363,2143,SRR364363,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364364,2144,SRR364364,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364365,2145,SRR364365,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364366,2146,SRR364366,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364367,2147,SRR364367,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364368,2148,SRR364368,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364369,2149,SRR364369,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA148631,SRR364370,2150,SRR364370,Oh11,SRP009321,[],22153074,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA283800,SRR2016463,2152,SRR2016463,Bartholomaus16,SRP058200,[],26857681,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA283800,SRR2016465,2154,SRR2016465,Bartholomaus16,SRP058200,[],26857681,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA283800,SRR2016461,2156,SRR2016461,Bartholomaus16,SRP058200,[],26857681,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA283800,SRR2016457,2157,SRR2016457,Bartholomaus16,SRP058200,[],26857681,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA283800,SRR2016459,2159,SRR2016459,Bartholomaus16,SRP058200,[],26857681,escherichia_coli,Ensembl_k_12_ASM584v2
PRJNA350543,SRR4450327,2591,SRR4450327,Khajuria18,SRP092068,GSE89183,29551269,homo_sapiens,Gencode_v25
PRJNA350543,SRR4450332,2600,SRR4450332,Khajuria18,SRP092068,GSE89183,29551269,homo_sapiens,Gencode_v25
PRJNA350543,SRR4450329,2601,SRR4450329,Khajuria18,SRP092068,GSE89183,29551269,homo_sapiens,Gencode_v25
PRJNA350543,SRR4450328,2602,SRR4450328,Khajuria18,SRP092068,GSE89183,29551269,homo_sapiens,Gencode_v25
PRJNA350543,SRR4450331,2603,SRR4450331,Khajuria18,SRP092068,GSE89183,29551269,homo_sapiens,Gencode_v25
PRJNA350543,SRR4450330,2604,SRR4450330,Khajuria18,SRP092068,GSE89183,29551269,homo_sapiens,Gencode_v25
PRJNA255669,SRR1520319,2698,SRR1520319,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520318,2699,SRR1520318,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520313,2700,SRR1520313,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520312,2701,SRR1520312,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520311,2702,SRR1520311,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520317,2703,SRR1520317,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520316,2704,SRR1520316,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520315,2705,SRR1520315,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520314,2706,SRR1520314,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520331,2707,SRR1520331,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520330,2708,SRR1520330,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520333,2709,SRR1520333,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
PRJNA255669,SRR1520334,2710,SRR1520334,Geraschenko14_3,nan,nan,nan,saccharomyces_cerevisiae,sgd
