ribocrypt_id,BioProject,Organism,Run
PRJNA637713,PRJNA637713,Zea mays,SRR11943889
PRJNA637713,PRJNA637713,Zea mays,SRR11943888
PRJNA637713,PRJNA637713,Zea mays,SRR11943887
PRJNA637713,PRJNA637713,Zea mays,SRR11943886
PRJNA637713,PRJNA637713,Zea mays,SRR11943885
PRJNA637713,PRJNA637713,Zea mays,SRR11943884
PRJNA637713,PRJNA637713,Zea mays,SRR11943883
PRJNA637713,PRJNA637713,Zea mays,SRR11943882
PRJNA637713,PRJNA637713,Zea mays,SRR11943881
PRJNA637713,PRJNA637713,Zea mays,SRR11943880
PRJNA637713,PRJNA637713,Zea mays,SRR11943879
PRJNA637713,PRJNA637713,Zea mays,SRR11943878
PRJNA637713,PRJNA637713,Zea mays,SRR11943877
PRJNA637713,PRJNA637713,Zea mays,SRR11943876
PRJNA637713,PRJNA637713,Zea mays,SRR11943875
PRJNA637713,PRJNA637713,Zea mays,SRR11943874
PRJNA637713,PRJNA637713,Zea mays,SRR11943873
PRJNA637713,PRJNA637713,Zea mays,SRR11943872
PRJNA637713,PRJNA637713,Zea mays,SRR11943871
PRJNA637713,PRJNA637713,Zea mays,SRR11943870
PRJNA637713,PRJNA637713,Zea mays,SRR11943869
PRJNA637713,PRJNA637713,Zea mays,SRR11943868
PRJNA637713,PRJNA637713,Zea mays,SRR11943867
PRJNA637713,PRJNA637713,Zea mays,SRR11943866
PRJNA637713,PRJNA637713,Zea mays,SRR11943865
PRJNA637713,PRJNA637713,Zea mays,SRR11943864
PRJNA637713,PRJNA637713,Zea mays,SRR11943863
PRJNA637713,PRJNA637713,Zea mays,SRR11943862
PRJNA637713,PRJNA637713,Zea mays,SRR11943861
PRJNA637713,PRJNA637713,Zea mays,SRR11943860
PRJNA637713,PRJNA637713,Zea mays,SRR11943859
PRJNA637713,PRJNA637713,Zea mays,SRR11943858
PRJNA637713,PRJNA637713,Zea mays,SRR11943857
PRJNA637713,PRJNA637713,Zea mays,SRR11943856
PRJNA637713,PRJNA637713,Zea mays,SRR11943855
PRJNA637713,PRJNA637713,Zea mays,SRR11943854
PRJNA637713,PRJNA637713,Zea mays,SRR11943853
PRJNA637713,PRJNA637713,Zea mays,SRR11943852
PRJNA637713,PRJNA637713,Zea mays,SRR11943851
PRJNA637713,PRJNA637713,Zea mays,SRR11943850
PRJNA637713,PRJNA637713,Zea mays,SRR11943849
PRJNA637713,PRJNA637713,Zea mays,SRR11943848
PRJNA637713,PRJNA637713,Zea mays,SRR11943847
PRJNA637713,PRJNA637713,Zea mays,SRR11943846
PRJNA637713,PRJNA637713,Zea mays,SRR11943845
PRJNA637713,PRJNA637713,Zea mays,SRR11943844
PRJNA637713,PRJNA637713,Zea mays,SRR11943843
PRJNA637713,PRJNA637713,Zea mays,SRR11943842
PRJNA637713,PRJNA637713,Zea mays,SRR11943841
PRJNA637713,PRJNA637713,Zea mays,SRR11943840
PRJNA637713,PRJNA637713,Zea mays,SRR11943839
PRJNA637713,PRJNA637713,Zea mays,SRR11943837
PRJNA637713,PRJNA637713,Zea mays,SRR11943836
PRJNA637713,PRJNA637713,Zea mays,SRR11943835
PRJNA637713,PRJNA637713,Zea mays,SRR11943834
PRJNA637713,PRJNA637713,Zea mays,SRR11943833
PRJNA637713,PRJNA637713,Zea mays,SRR11943832
PRJNA637713,PRJNA637713,Zea mays,SRR11943831
PRJNA637713,PRJNA637713,Zea mays,SRR11943830
PRJNA637713,PRJNA637713,Zea mays,SRR11943829
PRJNA637713,PRJNA637713,Zea mays,SRR11943828
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943827
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943826
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943825
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943824
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943823
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943822
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943820
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943819
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943818
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943817
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943816
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR11943815
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943814
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943813
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943812
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943811
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943809
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943808
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943807
PRJNA637713,PRJNA637713,Oryza sativa,SRR11943806
PRJNA637713,PRJNA637713,Zea mays,SRR11943805
PRJNA637713,PRJNA637713,Zea mays,SRR11943804
PRJNA637713,PRJNA637713,Zea mays,SRR11943803
PRJNA637713,PRJNA637713,Zea mays,SRR11943802
PRJNA637713,PRJNA637713,Zea mays,SRR11943801
PRJNA637713,PRJNA637713,Zea mays,SRR11943800
PRJNA637713,PRJNA637713,Zea mays,SRR11943798
PRJNA637713,PRJNA637713,Zea mays,SRR11943797
PRJNA637713,PRJNA637713,Zea mays,SRR11943796
PRJNA637713,PRJNA637713,Zea mays,SRR11943795
PRJNA637713,PRJNA637713,Zea mays,SRR11943794
PRJNA637713,PRJNA637713,Zea mays,SRR11943793
PRJNA637713,PRJNA637713,Zea mays,SRR11943792
PRJNA637713,PRJNA637713,Zea mays,SRR11943791
PRJNA637713,PRJNA637713,Zea mays,SRR11943790
PRJNA637713,PRJNA637713,Zea mays,SRR11943789
PRJNA637713,PRJNA637713,Zea mays,SRR11943787
PRJNA637713,PRJNA637713,Zea mays,SRR11943786
PRJNA637713,PRJNA637713,Zea mays,SRR11943785
PRJNA637713,PRJNA637713,Zea mays,SRR11943784
PRJNA637713,PRJNA637713,Zea mays,SRR11943783
PRJNA637713,PRJNA637713,Zea mays,SRR11943782
PRJNA637713,PRJNA637713,Zea mays,SRR11943781
PRJNA637713,PRJNA637713,Zea mays,SRR11943780
PRJNA637713,PRJNA637713,Zea mays,SRR11943779
PRJNA637713,PRJNA637713,Zea mays,SRR11943778
PRJNA637713,PRJNA637713,Zea mays,SRR11943776
PRJNA637713,PRJNA637713,Zea mays,SRR11943775
PRJNA637713,PRJNA637713,Zea mays,SRR11943774
PRJNA637713,PRJNA637713,Zea mays,SRR11943773
PRJNA637713,PRJNA637713,Zea mays,SRR11943772
PRJNA637713,PRJNA637713,Zea mays,SRR11943771
PRJNA637713,PRJNA637713,Zea mays,SRR11943770
PRJNA637713,PRJNA637713,Zea mays,SRR11943769
PRJNA637713,PRJNA637713,Zea mays,SRR11943768
PRJNA637713,PRJNA637713,Zea mays,SRR11943767
PRJNA637713,PRJNA637713,Zea mays,SRR11943765
PRJNA637713,PRJNA637713,Zea mays,SRR11943764
PRJNA637713,PRJNA637713,Zea mays,SRR11943763
PRJNA637713,PRJNA637713,Zea mays,SRR11943762
PRJNA637713,PRJNA637713,Zea mays,SRR11943761
PRJNA637713,PRJNA637713,Zea mays,SRR11943760
PRJNA637713,PRJNA637713,Zea mays,SRR11943759
PRJNA637713,PRJNA637713,Zea mays,SRR11943758
PRJNA637713,PRJNA637713,Zea mays,SRR11943757
PRJNA637713,PRJNA637713,Zea mays,SRR11943756
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808105
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808104
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808103
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808102
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808101
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808100
PRJNA637713,PRJNA637713,Zea mays,SRR13808099
PRJNA637713,PRJNA637713,Zea mays,SRR13808098
PRJNA637713,PRJNA637713,Zea mays,SRR13808097
PRJNA637713,PRJNA637713,Zea mays,SRR13808096
PRJNA637713,PRJNA637713,Zea mays,SRR13808095
PRJNA637713,PRJNA637713,Zea mays,SRR13808094
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808093
PRJNA637713,PRJNA637713,Zea mays,SRR13808092
PRJNA637713,PRJNA637713,Zea mays,SRR13808091
PRJNA637713,PRJNA637713,Zea mays,SRR13808090
PRJNA637713,PRJNA637713,Zea mays,SRR13808089
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808088
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808087
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808086
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808085
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808084
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808083
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808082
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808081
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808080
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808079
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808078
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808077
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808076
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808075
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808074
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808073
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808072
PRJNA637713,PRJNA637713,Arabidopsis thaliana,SRR13808071
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808070
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808069
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808068
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808067
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808066
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808065
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808064
PRJNA637713,PRJNA637713,Zea mays,SRR13808063
PRJNA637713,PRJNA637713,Zea mays,SRR13808062
PRJNA637713,PRJNA637713,Zea mays,SRR13808061
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808060
PRJNA637713,PRJNA637713,Zea mays,SRR13808059
PRJNA637713,PRJNA637713,Zea mays,SRR13808058
PRJNA637713,PRJNA637713,Zea mays,SRR13808057
PRJNA637713,PRJNA637713,Zea mays,SRR13808056
PRJNA637713,PRJNA637713,Zea mays,SRR13808055
PRJNA637713,PRJNA637713,Zea mays,SRR13808054
PRJNA637713,PRJNA637713,Zea mays,SRR13808053
PRJNA637713,PRJNA637713,Zea mays,SRR13808052
PRJNA637713,PRJNA637713,Zea mays,SRR13808051
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808049
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808038
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808027
PRJNA637713,PRJNA637713,Oryza sativa,SRR13808021
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017656
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017654
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017652
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017650
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017648
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017646
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017643
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017641
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017640
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017638
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017636
PRJNA639554,PRJNA639554,Solanum lycopersicum,SRR12017634
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513919
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513920
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513921
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513922
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513923
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513924
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513925
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513926
PRJNA640006,PRJNA640006,Escherichia coli,SRR12513927
PRJNA641624,PRJNA641624,Homo sapiens,SRR12081746
PRJNA641624,PRJNA641624,Homo sapiens,SRR12081748
PRJNA641624,PRJNA641624,Homo sapiens,SRR12081750
PRJNA644594,PRJNA644594,Saccharomyces cerevisiae,SRR12164922
PRJNA644594,PRJNA644594,Saccharomyces cerevisiae,SRR12164924
PRJNA644594,PRJNA644594,Saccharomyces cerevisiae,SRR12164926
PRJNA644594,PRJNA644594,Saccharomyces cerevisiae,SRR12164928
PRJNA644594,PRJNA644594,Saccharomyces cerevisiae,SRR12164930
PRJNA644594,PRJNA644594,Saccharomyces cerevisiae,SRR12164932
PRJNA645135,PRJNA645135,Mus musculus,SRR12185464
PRJNA645135,PRJNA645135,Mus musculus,SRR12185465
PRJNA645135,PRJNA645135,Mus musculus,SRR12185466
PRJNA645135,PRJNA645135,Mus musculus,SRR12185467
PRJNA645135,PRJNA645135,Mus musculus,SRR12185468
PRJNA645135,PRJNA645135,Mus musculus,SRR12185469
PRJNA645135,PRJNA645135,Mus musculus,SRR12185470
PRJNA645135,PRJNA645135,Mus musculus,SRR12185471
PRJNA646470,PRJNA646470,Candida albicans,SRR12228381
PRJNA646470,PRJNA646470,Candida albicans,SRR12228382
PRJNA646470,PRJNA646470,Candida albicans,SRR12228383
PRJNA646470,PRJNA646470,Candida albicans,SRR12228384
PRJNA646470,PRJNA646470,Candida albicans,SRR12228385
PRJNA646470,PRJNA646470,Candida albicans,SRR12228386
PRJNA646476,PRJNA646476,Mus musculus,SRR12228554
PRJNA646476,PRJNA646476,Mus musculus,SRR12228555
PRJNA646476,PRJNA646476,Mus musculus,SRR12228556
PRJNA646476,PRJNA646476,Mus musculus,SRR12228557
PRJNA646476,PRJNA646476,Mus musculus,SRR12228558
PRJNA646476,PRJNA646476,Mus musculus,SRR12228559
PRJNA646476,PRJNA646476,Mus musculus,SRR12228560
PRJNA646476,PRJNA646476,Mus musculus,SRR12228561
PRJNA646476,PRJNA646476,Mus musculus,SRR12228562
PRJNA646476,PRJNA646476,Mus musculus,SRR12228563
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266981
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266980
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266978
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266977
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266975
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266974
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266971
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266970
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266966
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266965
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266962
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266961
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266957
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266956
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266955
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266954
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266951
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266950
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266947
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266946
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266945
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266942
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266941
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266938
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266937
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266936
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266932
PRJNA647327,PRJNA647327,Arabidopsis thaliana,SRR12266931
PRJNA648316,PRJNA648316,Staphylococcus aureus,SRR12316448
PRJNA648316,PRJNA648316,Staphylococcus aureus,SRR12316449
PRJNA648316,PRJNA648316,Staphylococcus aureus,SRR12316450
PRJNA648316,PRJNA648316,Staphylococcus aureus,SRR12316451
PRJNA648316,PRJNA648316,Staphylococcus aureus,SRR12316452
PRJNA648316,PRJNA648316,Staphylococcus aureus,SRR12316441
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318105
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318106
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318107
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318108
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318109
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318110
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318111
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318112
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318113
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318114
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318115
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318116
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318117
PRJNA648380,PRJNA648380,Caenorhabditis elegans,SRR12318118
PRJNA648398,PRJNA648398,Mus musculus,SRR12318326
PRJNA648398,PRJNA648398,Mus musculus,SRR12318327
PRJNA648398,PRJNA648398,Mus musculus,SRR12318328
PRJNA648398,PRJNA648398,Mus musculus,SRR12318329
PRJNA648398,PRJNA648398,Mus musculus,SRR12318330
PRJNA648398,PRJNA648398,Mus musculus,SRR12318331
PRJNA648398,PRJNA648398,Mus musculus,SRR12318332
PRJNA648398,PRJNA648398,Mus musculus,SRR12318333
PRJNA648398,PRJNA648398,Mus musculus,SRR12318334
PRJNA648398,PRJNA648398,Mus musculus,SRR12318335
PRJNA649003,PRJNA649003,Mus musculus,SRR12333532
PRJNA649003,PRJNA649003,Mus musculus,SRR12333533
PRJNA649003,PRJNA649003,Mus musculus,SRR12333534
PRJNA649003,PRJNA649003,Mus musculus,SRR12333535
PRJNA649003,PRJNA649003,Mus musculus,SRR12333536
PRJNA649003,PRJNA649003,Mus musculus,SRR12333537
PRJNA649003,PRJNA649003,Mus musculus,SRR12333538
PRJNA649003,PRJNA649003,Mus musculus,SRR12333531
PRJNA649002,PRJNA649002,Mus musculus,SRR12333553
PRJNA649002,PRJNA649002,Mus musculus,SRR12333554
PRJNA649002,PRJNA649002,Mus musculus,SRR12333555
PRJNA649002,PRJNA649002,Mus musculus,SRR12333556
PRJNA649002,PRJNA649002,Mus musculus,SRR12333557
PRJNA649002,PRJNA649002,Mus musculus,SRR12333558
PRJNA649002,PRJNA649002,Mus musculus,SRR12333572
PRJNA649002,PRJNA649002,Mus musculus,SRR12333573
PRJNA649002,PRJNA649002,Mus musculus,SRR12333574
PRJNA720892,PRJNA720892,Mus musculus,SRR14195990
PRJNA720892,PRJNA720892,Mus musculus,SRR14195991
PRJNA720892,PRJNA720892,Mus musculus,SRR14195995
PRJNA720892,PRJNA720892,Mus musculus,SRR14195996
PRJNA649002,PRJNA649002,Mus musculus,SRR12333571
PRJNA649002,PRJNA649002,Mus musculus,SRR12333575
PRJNA649002,PRJNA649002,Mus musculus,SRR12333576
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343700
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343699
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343696
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343695
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343694
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343690
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343689
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343688
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343687
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343683
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343682
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343681
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343676
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343675
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343674
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343670
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343669
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343668
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343663
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343662
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343661
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343657
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343656
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343654
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343650
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343649
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343648
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343644
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343643
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343642
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343641
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343637
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343636
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343635
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343633
PRJNA649426,PRJNA649426,Arabidopsis thaliana,SRR12343630
PRJNA654277,PRJNA654277,Escherichia coli,SRR12381711
PRJNA654277,PRJNA654277,Escherichia coli,SRR12381709
PRJNA655835,PRJNA655835,Homo sapiens,SRR12407382
PRJNA655835,PRJNA655835,Homo sapiens,SRR12407383
PRJNA655835,PRJNA655835,Homo sapiens,SRR12407384
PRJNA655835,PRJNA655835,Homo sapiens,SRR12407385
PRJNA655955,PRJNA655955,Rattus norvegicus,SRR12414240
PRJNA655955,PRJNA655955,Rattus norvegicus,SRR12414241
PRJNA655955,PRJNA655955,Rattus norvegicus,SRR12414242
PRJNA655955,PRJNA655955,Rattus norvegicus,SRR12414243
PRJNA656190,PRJNA656190,Homo sapiens,SRR12415945
PRJNA656190,PRJNA656190,Homo sapiens,SRR12415946
PRJNA658965,PRJNA658965,Mus musculus,SRR12507493
PRJNA658965,PRJNA658965,Mus musculus,SRR12507494
PRJNA658965,PRJNA658965,Mus musculus,SRR12507495
PRJNA658965,PRJNA658965,Mus musculus,SRR12507496
PRJNA658965,PRJNA658965,Mus musculus,SRR12507497
PRJNA658965,PRJNA658965,Mus musculus,SRR12507498
PRJNA659038,PRJNA659038,Homo sapiens,SRR12510856
PRJNA659038,PRJNA659038,Homo sapiens,SRR12510858
PRJNA659038,PRJNA659038,Homo sapiens,SRR12510860
PRJNA659038,PRJNA659038,Homo sapiens,SRR12510862
PRJNA661275,PRJNA661275,Mus musculus,SRR12581851
PRJNA661275,PRJNA661275,Mus musculus,SRR12581852
PRJNA661275,PRJNA661275,Mus musculus,SRR12581853
PRJNA661275,PRJNA661275,Mus musculus,SRR12581854
PRJNA661275,PRJNA661275,Mus musculus,SRR12581855
PRJNA661275,PRJNA661275,Mus musculus,SRR12581856
PRJNA661558,PRJNA661558,Mus musculus,SRR12594201
PRJNA661558,PRJNA661558,Mus musculus,SRR12594202
PRJNA661558,PRJNA661558,Mus musculus,SRR12594203
PRJNA661558,PRJNA661558,Mus musculus,SRR12594204
PRJNA661558,PRJNA661558,Mus musculus,SRR12594205
PRJNA661558,PRJNA661558,Mus musculus,SRR12594206
PRJNA661558,PRJNA661558,Mus musculus,SRR12594207
PRJNA661558,PRJNA661558,Mus musculus,SRR12594208
PRJNA661558,PRJNA661558,Mus musculus,SRR12594209
PRJNA661558,PRJNA661558,Mus musculus,SRR12594210
PRJNA661558,PRJNA661558,Mus musculus,SRR12594211
PRJNA661558,PRJNA661558,Mus musculus,SRR12594212
PRJNA661558,PRJNA661558,Mus musculus,SRR12594213
PRJNA661558,PRJNA661558,Mus musculus,SRR12594214
PRJNA661558,PRJNA661558,Mus musculus,SRR12594215
PRJNA661558,PRJNA661558,Mus musculus,SRR12594216
PRJNA661558,PRJNA661558,Mus musculus,SRR12594217
PRJNA661558,PRJNA661558,Mus musculus,SRR12594218
PRJNA663319,PRJNA663319,Mus musculus,SRR12637801
PRJNA663319,PRJNA663319,Mus musculus,SRR12637802
PRJNA663319,PRJNA663319,Mus musculus,SRR12637803
PRJNA663319,PRJNA663319,Mus musculus,SRR12637804
PRJNA663319,PRJNA663319,Mus musculus,SRR14295622
PRJNA663319,PRJNA663319,Mus musculus,SRR12637806
PRJNA663319,PRJNA663319,Mus musculus,SRR12637807
PRJNA663319,PRJNA663319,Mus musculus,SRR12637808
PRJNA663319,PRJNA663319,Mus musculus,SRR12637809
PRJNA664109,PRJNA664109,Mus musculus,SRR12660718
PRJNA664109,PRJNA664109,Mus musculus,SRR12660720
PRJNA664109,PRJNA664109,Mus musculus,SRR12660722
PRJNA664109,PRJNA664109,Mus musculus,SRR12660724
PRJNA664116,PRJNA664116,Homo sapiens,SRR12660872
PRJNA664116,PRJNA664116,Homo sapiens,SRR12660873
PRJNA664116,PRJNA664116,Homo sapiens,SRR12660874
PRJNA664116,PRJNA664116,Homo sapiens,SRR12660880
PRJNA664116,PRJNA664116,Homo sapiens,SRR12660881
PRJNA664116,PRJNA664116,Homo sapiens,SRR12660882
PRJNA666888,PRJNA666888,Mus musculus,SRR12758951
PRJNA666888,PRJNA666888,Mus musculus,SRR12758952
PRJNA666888,PRJNA666888,Mus musculus,SRR12758953
PRJNA666888,PRJNA666888,Mus musculus,SRR12758954
PRJNA666888,PRJNA666888,Mus musculus,SRR12758955
PRJNA666888,PRJNA666888,Mus musculus,SRR12758956
PRJNA666888,PRJNA666888,Mus musculus,SRR12758957
PRJNA666888,PRJNA666888,Mus musculus,SRR12758958
PRJNA666888,PRJNA666888,Mus musculus,SRR12758959
PRJNA666888,PRJNA666888,Mus musculus,SRR12758960
PRJNA666973,PRJNA666973,Synechocystis,SRR12763773
PRJNA666973,PRJNA666973,Synechocystis,SRR12763772
PRJNA666973,PRJNA666973,Synechocystis,SRR12763765
PRJNA666973,PRJNA666973,Synechocystis,SRR12763764
PRJNA666973,PRJNA666973,Synechocystis,SRR12763763
PRJNA666973,PRJNA666973,Synechocystis,SRR12763762
PRJNA667051,PRJNA667051,Chlorocebus sabaeus,SRR12764729
PRJNA667051,PRJNA667051,Chlorocebus sabaeus,SRR12764730
PRJNA667051,PRJNA667051,Chlorocebus sabaeus,SRR12764731
PRJNA667051,PRJNA667051,Chlorocebus sabaeus,SRR12764732
PRJNA667051,PRJNA667051,Chlorocebus sabaeus,SRR12764733
PRJNA667051,PRJNA667051,Chlorocebus sabaeus,SRR12764734
